"boundaryCondition","compartmentCode","constant","cyId","derivedUnits","exponent","fast","fbc_charge","fbc_chemicalFormula","fbc_lowerFluxBound","fbc_objective-obj","fbc_upperFluxBound","hasOnlySubstanceUnits","kind","label","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","sbo","scale","selected","shared name","units","unitSid","value"
,,,"meta_R_G3PAT181",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerol-3-phosphate acyltransferase (C18:1)","meta_R_G3PAT181",,,"false",,"R_G3PAT181","reaction","reaction irreversible","SBO:0000176",,"false","Glycerol-3-phosphate acyltransferase (C18:1)",,,
,,,"meta_R_AMID",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"GUANIDINOBUTANAMIDE-NH3-RXN","meta_R_AMID",,,"false",,"R_AMID","reaction","reaction irreversible","SBO:0000176",,"false","GUANIDINOBUTANAMIDE-NH3-RXN",,,
,,,"meta_R_DGDG183_6_9_12",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Digalactosyldiacylglycerol synthase (n-C18 3)","meta_R_DGDG183_6_9_12",,,"false",,"R_DGDG183_6_9_12","reaction","reaction irreversible","SBO:0000176",,"false","Digalactosyldiacylglycerol synthase (n-C18 3)",,,
,,,"meta_R_AMID2",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Amidase","meta_R_AMID2",,,"false",,"R_AMID2","reaction","reaction irreversible","SBO:0000176",,"false","Amidase",,,
,,,"meta_R_G3PAT181_9",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerol-3-phosphate acyltransferase (C18 1)","meta_R_G3PAT181_9",,,"false",,"R_G3PAT181_9","reaction","reaction irreversible","SBO:0000176",,"false","Glycerol-3-phosphate acyltransferase (C18 1)",,,
,,,"meta_R_DGDG183_9_12_15",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Digalactosyldiacylglycerol synthase (n-C18 3)","meta_R_DGDG183_9_12_15",,,"false",,"R_DGDG183_9_12_15","reaction","reaction irreversible","SBO:0000176",,"false","Digalactosyldiacylglycerol synthase (n-C18 3)",,,
,,,"meta_R_ANPRT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Anthranilate phosphoribosyltransferase","meta_R_ANPRT",,,"false",,"R_ANPRT","reaction","reaction irreversible","SBO:0000176",,"false","Anthranilate phosphoribosyltransferase",,,
,,,"meta_R_DGDG184_6_9_12_15",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Digalactosyldiacylglycerol synthase (n-C18 4)","meta_R_DGDG184_6_9_12_15",,,"false",,"R_DGDG184_6_9_12_15","reaction","reaction irreversible","SBO:0000176",,"false","Digalactosyldiacylglycerol synthase (n-C18 4)",,,
,,,"meta_R_ANS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Anthranilate synthase","meta_R_ANS",,,"false",,"R_ANS","reaction","reaction irreversible","SBO:0000176",,"false","Anthranilate synthase",,,
,,,"meta_R_DHFR",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Dihydrofolate reductase","meta_R_DHFR",,,"true",,"R_DHFR","reaction","reaction reversible","SBO:0000176",,"false","Dihydrofolate reductase",,,
,,,"meta_R_AOXSr",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"8-amino-7-oxononanoate synthase","meta_R_AOXSr",,,"true",,"R_AOXSr","reaction","reaction reversible","SBO:0000176",,"false","8-amino-7-oxononanoate synthase",,,
,,,"meta_R_G3PAT182_9_12",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerol-3-phosphate acyltransferase (C18 2)","meta_R_G3PAT182_9_12",,,"false",,"R_G3PAT182_9_12","reaction","reaction irreversible","SBO:0000176",,"false","Glycerol-3-phosphate acyltransferase (C18 2)",,,
,,,"meta_R_DHNPA_1",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Dihydroneopterin aldolase","meta_R_DHNPA_1",,,"false",,"R_DHNPA_1","reaction","reaction irreversible","SBO:0000176",,"false","Dihydroneopterin aldolase",,,
,,,"meta_R_G3PAT183_6_9_12",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerol-3-phosphate acyltransferase (C18 3)","meta_R_G3PAT183_6_9_12",,,"false",,"R_G3PAT183_6_9_12","reaction","reaction irreversible","SBO:0000176",,"false","Glycerol-3-phosphate acyltransferase (C18 3)",,,
,,,"meta_R_DMPPS_syn",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)","meta_R_DMPPS_syn",,,"false",,"R_DMPPS_syn","reaction","reaction irreversible","SBO:0000176",,"false","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)",,,
,,,"meta_R_GLUN",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutaminase","meta_R_GLUN",,,"false",,"R_GLUN","reaction","reaction irreversible","SBO:0000176",,"false","Glutaminase",,,
,,,"meta_R_G3PAT183_9_12_15",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerol-3-phosphate acyltransferase (C18 3)","meta_R_G3PAT183_9_12_15",,,"false",,"R_G3PAT183_9_12_15","reaction","reaction irreversible","SBO:0000176",,"false","Glycerol-3-phosphate acyltransferase (C18 3)",,,
,,,"meta_R_DNMPPA",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Dihydroneopterin monophosphate dephosphorylase","meta_R_DNMPPA",,,"false",,"R_DNMPPA","reaction","reaction irreversible","SBO:0000176",,"false","Dihydroneopterin monophosphate dephosphorylase",,,
,,,"meta_R_G3PAT184_6_9_12_15",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerol-3-phosphate acyltransferase (C18 4)","meta_R_G3PAT184_6_9_12_15",,,"false",,"R_G3PAT184_6_9_12_15","reaction","reaction irreversible","SBO:0000176",,"false","Glycerol-3-phosphate acyltransferase (C18 4)",,,
,,,"meta_R_GLYALDDr",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"D-Glyceraldehyde dehydrogenase","meta_R_GLYALDDr",,,"true",,"R_GLYALDDr","reaction","reaction reversible","SBO:0000176",,"false","D-Glyceraldehyde dehydrogenase",,,
,,,"meta_R_DNTPPA",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Dihydroneopterin triphosphate pyrophosphatase","meta_R_DNTPPA",,,"false",,"R_DNTPPA","reaction","reaction irreversible","SBO:0000176",,"false","Dihydroneopterin triphosphate pyrophosphatase",,,
,,,"meta_R_GLYCK",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerate kinase","meta_R_GLYCK",,,"false",,"R_GLYCK","reaction","reaction irreversible","SBO:0000176",,"false","Glycerate kinase",,,
,,,"meta_R_DPCOAK",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Dephospho-CoA kinase","meta_R_DPCOAK",,,"false",,"R_DPCOAK","reaction","reaction irreversible","SBO:0000176",,"false","Dephospho-CoA kinase",,,
,,,"meta_R_GTHPi",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Glutathione peridoxase","meta_R_GTHPi",,,"true",,"R_GTHPi","reaction","reaction reversible","SBO:0000176",,"false","Glutathione peridoxase",,,
,,,"meta_R_GALKr",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Galactokinase","meta_R_GALKr",,,"false",,"R_GALKr","reaction","reaction irreversible","SBO:0000176",,"false","Galactokinase",,,
,,,"meta_R_DPR",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"2-dehydropantoate 2-reductase","meta_R_DPR",,,"false",,"R_DPR","reaction","reaction irreversible","SBO:0000176",,"false","2-dehydropantoate 2-reductase",,,
,,,"meta_R_GALUi",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"UTP-glucose-1-phosphate uridylyltransferase (irreversible)","meta_R_GALUi",,,"true",,"R_GALUi","reaction","reaction reversible","SBO:0000176",,"false","UTP-glucose-1-phosphate uridylyltransferase (irreversible)",,,
,,,"meta_R_GCATENEC",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Gamma carotene bcyclase","meta_R_GCATENEC",,,"false",,"R_GCATENEC","reaction","reaction irreversible","SBO:0000176",,"false","Gamma carotene bcyclase",,,
,,,"meta_R_HEMEAS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Heme A synthase","meta_R_HEMEAS",,,"false",,"R_HEMEAS","reaction","reaction irreversible","SBO:0000176",,"false","Heme A synthase",,,
,,,"meta_R_DRBK",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Deoxyribokinase","meta_R_DRBK",,,"false",,"R_DRBK","reaction","reaction irreversible","SBO:0000176",,"false","Deoxyribokinase",,,
,,,"meta_R_CYSTA",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Cysteine transaminase","meta_R_CYSTA",,,"true",,"R_CYSTA","reaction","reaction reversible","SBO:0000176",,"false","Cysteine transaminase",,,
,,,"meta_R_CYRDAAT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Cob(I)yrinic acid a,c-diamide adenosyltransferase","meta_R_CYRDAAT",,,"false",,"R_CYRDAAT","reaction","reaction irreversible","SBO:0000176",,"false","Cob(I)yrinic acid a,c-diamide adenosyltransferase",,,
,,,"meta_R_HGPHT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Homogenitisate phytyltransferase","meta_R_HGPHT",,,"false",,"R_HGPHT","reaction","reaction irreversible","SBO:0000176",,"false","Homogenitisate phytyltransferase",,,
,,,"meta_R_GFUCS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"GDP-L-fucose synthase","meta_R_GFUCS",,,"false",,"R_GFUCS","reaction","reaction irreversible","SBO:0000176",,"false","GDP-L-fucose synthase",,,
,,,"meta_R_CYTK1",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Cytidylate kinase (CMP)","meta_R_CYTK1",,,"true",,"R_CYTK1","reaction","reaction reversible","SBO:0000176",,"false","Cytidylate kinase (CMP)",,,
,,,"meta_R_ENO",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Enolase","meta_R_ENO",,,"true",,"R_ENO","reaction","reaction reversible","SBO:0000176",,"false","Enolase",,,
,,,"meta_R_HISTP",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Histidinol-phosphatase","meta_R_HISTP",,,"false",,"R_HISTP","reaction","reaction irreversible","SBO:0000176",,"false","Histidinol-phosphatase",,,
,,,"meta_R_CYSS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Cysteine synthase","meta_R_CYSS",,,"false",,"R_CYSS","reaction","reaction irreversible","SBO:0000176",,"false","Cysteine synthase",,,
,,,"meta_R_CYSTRS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Cysteinyl-tRNA synthetase","meta_R_CYSTRS",,,"false",,"R_CYSTRS","reaction","reaction irreversible","SBO:0000176",,"false","Cysteinyl-tRNA synthetase",,,
,,,"meta_R_EHGLAT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase","meta_R_EHGLAT",,,"false",,"R_EHGLAT","reaction","reaction irreversible","SBO:0000176",,"false","L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase",,,
,,,"meta_R_EAR100y",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)","meta_R_EAR100y",,,"false",,"R_EAR100y","reaction","reaction irreversible","SBO:0000176",,"false","Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)",,,
,,,"meta_R_IMACTD",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Imidazole acetaldeyde dehydrogenase","meta_R_IMACTD",,,"false",,"R_IMACTD","reaction","reaction irreversible","SBO:0000176",,"false","Imidazole acetaldeyde dehydrogenase",,,
,,,"meta_R_DAPDC",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Diaminopimelate decarboxylase","meta_R_DAPDC",,,"false",,"R_DAPDC","reaction","reaction irreversible","SBO:0000176",,"false","Diaminopimelate decarboxylase",,,
,,,"meta_R_IPDDI",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Isopentenyl-diphosphate D-isomerase","meta_R_IPDDI",,,"true",,"R_IPDDI","reaction","reaction reversible","SBO:0000176",,"false","Isopentenyl-diphosphate D-isomerase",,,
,,,"meta_R_FCLT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Ferrochelatase","meta_R_FCLT",,,"false",,"R_FCLT","reaction","reaction irreversible","SBO:0000176",,"false","Ferrochelatase",,,
,,,"meta_R_FBA2",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase","meta_R_FBA2",,,"true",,"R_FBA2","reaction","reaction reversible","SBO:0000176",,"false","D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase",,,
,,,"meta_R_FMETTRS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Methionyl-tRNA formyltransferase","meta_R_FMETTRS",,,"false",,"R_FMETTRS","reaction","reaction irreversible","SBO:0000176",,"false","Methionyl-tRNA formyltransferase",,,
,,,"meta_R_IPDPS_syn",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)","meta_R_IPDPS_syn",,,"false",,"R_IPDPS_syn","reaction","reaction irreversible","SBO:0000176",,"false","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)",,,
,,,"meta_R_IMPC",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"IMP cyclohydrolase","meta_R_IMPC",,,"true",,"R_IMPC","reaction","reaction reversible","SBO:0000176",,"false","IMP cyclohydrolase",,,
,,,"meta_R_CYTBDpp_1",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Cytochrome oxidase bd (plastocianine-8  2 protons) (periplasm)","meta_R_CYTBDpp_1",,,"false",,"R_CYTBDpp_1","reaction","reaction irreversible","SBO:0000176",,"false","Cytochrome oxidase bd (plastocianine-8  2 protons) (periplasm)",,,
,,,"meta_R_GTPCII",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"GTP cyclohydrolase II","meta_R_GTPCII",,,"false",,"R_GTPCII","reaction","reaction irreversible","SBO:0000176",,"false","GTP cyclohydrolase II",,,
,,,"meta_R_CYTBDu",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Cytochrome oxidase bd (plastocianine-8  2 protons) (lumen)","meta_R_CYTBDu",,,"false",,"R_CYTBDu","reaction","reaction irreversible","SBO:0000176",,"false","Cytochrome oxidase bd (plastocianine-8  2 protons) (lumen)",,,
,,,"meta_R_HPPK",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase","meta_R_HPPK",,,"false",,"R_HPPK","reaction","reaction irreversible","SBO:0000176",,"false","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase",,,
,,,"meta_R_GLYCL_2",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycine cleavage system, cytosol","meta_R_GLYCL_2",,,"false",,"R_GLYCL_2","reaction","reaction irreversible","SBO:0000176",,"false","Glycine cleavage system, cytosol",,,
,,,"meta_R_DAPE",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Diaminopimelate epimerase","meta_R_DAPE",,,"true",,"R_DAPE","reaction","reaction reversible","SBO:0000176",,"false","Diaminopimelate epimerase",,,
,,,"meta_R_GLU5K",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutamate 5-kinase","meta_R_GLU5K",,,"false",,"R_GLU5K","reaction","reaction irreversible","SBO:0000176",,"false","Glutamate 5-kinase",,,
,,,"meta_R_GTHRDH_syn",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutathione hydralase (periplasmic)","meta_R_GTHRDH_syn",,,"false",,"R_GTHRDH_syn","reaction","reaction irreversible","SBO:0000176",,"false","Glutathione hydralase (periplasmic)",,,
,,,"meta_R_FBA",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Fructose-bisphosphate aldolase","meta_R_FBA",,,"true",,"R_FBA","reaction","reaction reversible","SBO:0000176",,"false","Fructose-bisphosphate aldolase",,,
,,,"meta_R_FBA3",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase","meta_R_FBA3",,,"true",,"R_FBA3","reaction","reaction reversible","SBO:0000176",,"false","Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",,,
,,,"meta_R_GLUCYS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Gamma-glutamylcysteine synthetase","meta_R_GLUCYS",,,"false",,"R_GLUCYS","reaction","reaction irreversible","SBO:0000176",,"false","Gamma-glutamylcysteine synthetase",,,
,,,"meta_R_GLUDC",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutamate Decarboxylase","meta_R_GLUDC",,,"false",,"R_GLUDC","reaction","reaction irreversible","SBO:0000176",,"false","Glutamate Decarboxylase",,,
,,,"meta_R_DASYN160",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C16:0)","meta_R_DASYN160",,,"false",,"R_DASYN160","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C16:0)",,,
,,,"meta_R_GLUDy",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Glutamate dehydrogenase (NADP)","meta_R_GLUDy",,,"true",,"R_GLUDy","reaction","reaction reversible","SBO:0000176",,"false","Glutamate dehydrogenase (NADP)",,,
,,,"meta_R_FNOR",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Ferredoxin---NADP+ reductase","meta_R_FNOR",,,"true",,"R_FNOR","reaction","reaction reversible","SBO:0000176",,"false","Ferredoxin---NADP+ reductase",,,
,,,"meta_R_FBP",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Fructose-bisphosphatase","meta_R_FBP",,,"false",,"R_FBP","reaction","reaction irreversible","SBO:0000176",,"false","Fructose-bisphosphatase",,,
,,,"meta_R_GLUPRT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutamine phosphoribosyldiphosphate amidotransferase","meta_R_GLUPRT",,,"false",,"R_GLUPRT","reaction","reaction irreversible","SBO:0000176",,"false","Glutamine phosphoribosyldiphosphate amidotransferase",,,
,,,"meta_R_DASYN161",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C16:1)","meta_R_DASYN161",,,"false",,"R_DASYN161","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C16:1)",,,
,,,"meta_R_GLUR",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Glutamate racemase","meta_R_GLUR",,,"true",,"R_GLUR","reaction","reaction reversible","SBO:0000176",,"false","Glutamate racemase",,,
,,,"meta_R_GLUTRR",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutamyl-tRNA reductase","meta_R_GLUTRR",,,"false",,"R_GLUTRR","reaction","reaction irreversible","SBO:0000176",,"false","Glutamyl-tRNA reductase",,,
,,,"meta_R_DASYN180",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C18:0)","meta_R_DASYN180",,,"false",,"R_DASYN180","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C18:0)",,,
,,,"meta_R_FOLD3",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Dihydropteroate synthase","meta_R_FOLD3",,,"false",,"R_FOLD3","reaction","reaction irreversible","SBO:0000176",,"false","Dihydropteroate synthase",,,
,,,"meta_R_GLUSx",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutamate synthase  NADH2 ","meta_R_GLUSx",,,"false",,"R_GLUSx","reaction","reaction irreversible","SBO:0000176",,"false","Glutamate synthase  NADH2 ",,,
,,,"meta_R_DASYN181",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C18:1)","meta_R_DASYN181",,,"false",,"R_DASYN181","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C18:1)",,,
,,,"meta_R_GLUTRS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutamyl-tRNA synthetase","meta_R_GLUTRS",,,"false",,"R_GLUTRS","reaction","reaction irreversible","SBO:0000176",,"false","Glutamyl-tRNA synthetase",,,
,,,"meta_R_DASYN181_9",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C18 1)","meta_R_DASYN181_9",,,"false",,"R_DASYN181_9","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C18 1)",,,
,,,"meta_R_GLYCDx",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerol dehydrogenase","meta_R_GLYCDx",,,"false",,"R_GLYCDx","reaction","reaction irreversible","SBO:0000176",,"false","Glycerol dehydrogenase",,,
,,,"meta_R_DASYN182_9_12",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C18 2)","meta_R_DASYN182_9_12",,,"false",,"R_DASYN182_9_12","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C18 2)",,,
,,,"meta_R_GLYK",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycerol kinase","meta_R_GLYK",,,"false",,"R_GLYK","reaction","reaction irreversible","SBO:0000176",,"false","Glycerol kinase",,,
,,,"meta_R_DASYN183_6_9_12",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C18 3)","meta_R_DASYN183_6_9_12",,,"false",,"R_DASYN183_6_9_12","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C18 3)",,,
,,,"meta_R_GLYCTO1",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycolate oxidase","meta_R_GLYCTO1",,,"false",,"R_GLYCTO1","reaction","reaction irreversible","SBO:0000176",,"false","Glycolate oxidase",,,
,,,"meta_R_GLYOX",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Hydroxyacylglutathione hydrolase","meta_R_GLYOX",,,"false",,"R_GLYOX","reaction","reaction irreversible","SBO:0000176",,"false","Hydroxyacylglutathione hydrolase",,,
,,,"meta_R_GMPS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"GMP synthase","meta_R_GMPS",,,"false",,"R_GMPS","reaction","reaction irreversible","SBO:0000176",,"false","GMP synthase",,,
,,,"meta_R_GLYTRS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glycyl-tRNA synthetase","meta_R_GLYTRS",,,"false",,"R_GLYTRS","reaction","reaction irreversible","SBO:0000176",,"false","Glycyl-tRNA synthetase",,,
,,,"meta_R_DASYN183_9_12_15",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C18 3)","meta_R_DASYN183_9_12_15",,,"false",,"R_DASYN183_9_12_15","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C18 3)",,,
,,,"meta_R_GMAND",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"GDP-D-mannose dehydratase","meta_R_GMAND",,,"false",,"R_GMAND","reaction","reaction irreversible","SBO:0000176",,"false","GDP-D-mannose dehydratase",,,
,,,"meta_R_GMPS2",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"GMP synthase","meta_R_GMPS2",,,"false",,"R_GMPS2","reaction","reaction irreversible","SBO:0000176",,"false","GMP synthase",,,
,,,"meta_R_GND",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Phosphogluconate dehydrogenase","meta_R_GND",,,"false",,"R_GND","reaction","reaction irreversible","SBO:0000176",,"false","Phosphogluconate dehydrogenase",,,
,,,"meta_R_FOMETRi",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Aminomethyltransferase","meta_R_FOMETRi",,,"true",,"R_FOMETRi","reaction","reaction reversible","SBO:0000176",,"false","Aminomethyltransferase",,,
,,,"meta_R_FTHFD",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Formyltetrahydrofolate deformylase","meta_R_FTHFD",,,"false",,"R_FTHFD","reaction","reaction irreversible","SBO:0000176",,"false","Formyltetrahydrofolate deformylase",,,
,,,"meta_R_FRTT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Farnesyltranstransferase","meta_R_FRTT",,,"false",,"R_FRTT","reaction","reaction irreversible","SBO:0000176",,"false","Farnesyltranstransferase",,,
,,,"meta_R_GRTT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Geranyltranstransferase","meta_R_GRTT",,,"false",,"R_GRTT","reaction","reaction irreversible","SBO:0000176",,"false","Geranyltranstransferase",,,
,,,"meta_R_DASYN184_6_9_12_15",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"CDP-diacylglycerol synthetase (n-C18 4)","meta_R_DASYN184_6_9_12_15",,,"false",,"R_DASYN184_6_9_12_15","reaction","reaction irreversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C18 4)",,,
,,,"meta_R_GTHS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutathione synthetase","meta_R_GTHS",,,"false",,"R_GTHS","reaction","reaction irreversible","SBO:0000176",,"false","Glutathione synthetase",,,
,,,"meta_R_FUM",,,"false",,,"cobra_default_lb",,"cobra_default_ub",,,"Fumarase","meta_R_FUM",,,"true",,"R_FUM","reaction","reaction reversible","SBO:0000176",,"false","Fumarase",,,
,,,"meta_R_G1PACT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glucosamine-1-phosphate N-acetyltransferase","meta_R_G1PACT",,,"false",,"R_G1PACT","reaction","reaction irreversible","SBO:0000176",,"false","Glucosamine-1-phosphate N-acetyltransferase",,,
,,,"meta_R_GTPCI",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"GTP cyclohydrolase I","meta_R_GTPCI",,,"false",,"R_GTPCI","reaction","reaction irreversible","SBO:0000176",,"false","GTP cyclohydrolase I",,,
,,,"meta_R_DB4PS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"3,4-Dihydroxy-2-butanone-4-phosphate synthase","meta_R_DB4PS",,,"false",,"R_DB4PS","reaction","reaction irreversible","SBO:0000176",,"false","3,4-Dihydroxy-2-butanone-4-phosphate synthase",,,
,,,"meta_R_G1SAT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glutamate-1-semialdehyde aminotransferase","meta_R_G1SAT",,,"false",,"R_G1SAT","reaction","reaction irreversible","SBO:0000176",,"false","Glutamate-1-semialdehyde aminotransferase",,,
,,,"meta_R_G1PTT",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Glucose-1-phosphate thymidylyltransferase","meta_R_G1PTT",,,"false",,"R_G1PTT","reaction","reaction irreversible","SBO:0000176",,"false","Glucose-1-phosphate thymidylyltransferase",,,
,,,"meta_R_HEMEOS",,,"false",,,"cobra_0_bound",,"cobra_default_ub",,,"Heme O synthase","meta_R_HEMEOS",,,"false",,"R_HEMEOS","reaction","reaction irreversible","SBO:0000176",,"false","Heme O synthase",,,
